case_text,administrative,criminal,civil,constitutional,family,commercial
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Aaradhya challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Property ownership between Aman and Kunal contested in Brussels court.,0,0,1,0,0,0
Water damage liability case filed by Ayesha in Cairo. Custody battle between Harvijay and Fatima in Osaka family court.,0,0,1,0,1,0
Loan settlement conflict between Arpita and Shubham escalates to civil court. Alimony disagreement leads to legal action from Anshika.,0,0,1,0,1,0
Gukesh challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
An FIR was lodged against Himanshi for illegal possession of firearms.,0,1,0,0,0,0
Police arrest Aditya in Bangkok for organized financial fraud.,0,1,0,0,0,0
Startup BP sues ex-employee Mukti for leaking trade secrets.,0,0,0,0,0,1
The inheritance claim of Sudhir contested by family members in Kerela.,0,0,0,0,1,0
Startup Google sues ex-employee Aaradhya for leaking trade secrets. Government hiring procedure disputed by David from Kuala Lumpur.,1,0,0,0,0,1
Custody battle between Rohit and Anushka in Sydney family court.,0,0,0,0,1,0
Mr. Monika challenges the new municipal tax regulation in Shanghai.,1,0,0,0,0,0
Dispute over guardianship rights brings Mohit and Kartikey to court.,0,0,0,0,1,0
The rights of tribal communities in Manila debated in the apex court.,0,0,0,1,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Government hiring procedure disputed by Sunita from Bangalore.,1,0,0,0,0,0
Priya sues Chen over sudden rental agreement termination.,0,0,1,0,0,0
Alimony disagreement leads to legal action from Ayesha.,0,0,0,0,1,0
Investigation begins on the kidnapping case involving Mahesh in Mexico City. The rights of tribal communities in Amsterdam debated in the apex court.,0,1,0,1,0,0
Property ownership between Mukti and Rohit contested in Dehradun court. Dispute between Bank of America and Bank of America regarding merger terms.,0,0,1,0,0,1
An appeal was filed by Sudhir against a land acquisition order in Johannesburg.,1,0,0,0,0,0
Water damage liability case filed by Shouryan in Lima.,0,0,1,0,0,0
Police arrest Monika in Sydney for organized financial fraud.,0,1,0,0,0,0
Rakesh challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Citizens in Rome protest changes in election laws.,0,0,0,1,0,0
The transport authority in Manchester faces complaints over revoked permits.,1,0,0,0,0,0
Litigation initiated for contract breach by Monika against Titiksha. Dispute over guardianship rights brings Ayesha and Tanmay to court.,0,0,1,0,1,0
Arpita challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Priya pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Property ownership between Anushka and Rohit contested in Abu Dhabi court. HDFC Bank is accused of violating antitrust laws in Abu Dhabi.,0,0,1,0,0,1
Rohit sues Mohit over sudden rental agreement termination.,0,0,1,0,0,0
Government hiring procedure disputed by Shubham from Dehradun.,1,0,0,0,0,0
Dispute between Hilton Hotels and Hilton Hotels regarding merger terms.,0,0,0,0,0,1
Litigation initiated for contract breach by Akshay against Anshika.,0,0,1,0,0,0
Piyush pleads not guilty in a court case regarding cybercrime. Petition filed by Omar regarding violation of free speech rights.,0,1,0,1,0,0
Dispute arises over land boundaries between Ramesh and Shouryan in Dubai. Dispute over guardianship rights brings Anushka and Himanshi to court.,0,0,1,0,1,0
Shubham and Raj file for divorce citing irreconcilable differences.,0,0,0,0,1,0
John sues Utkarsh over sudden rental agreement termination. The inheritance claim of John contested by family members in Kerela.,0,0,1,0,1,0
Citizens in Paris protest changes in election laws.,0,0,0,1,0,0
Litigation initiated for contract breach by Aman against John.,0,0,1,0,0,0
The department’s decision on pension disbursement was contested by Anjali.,1,0,0,0,0,0
Citizens in Moscow protest changes in election laws.,0,0,0,1,0,0
Rakesh pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Startup ExxonMobil sues ex-employee Shubham for leaking trade secrets.,0,0,0,0,0,1
Shareholder Sara alleges financial mismanagement by board members.,0,0,0,0,0,1
Custody battle between David and Mohit in Melbourne family court.,0,0,0,0,1,0
Litigation initiated for contract breach by Sara against Kartikey.,0,0,1,0,0,0
Dispute between Starbucks and Starbucks regarding merger terms.,0,0,0,0,0,1
Citizens in Sydney protest changes in election laws.,0,0,0,1,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds. Allegations of bias in exam results published by the Jakarta board are raised.,1,0,0,1,0,0
Anshika challenges the reservation policy in the Supreme Court. The transport authority in Singapore faces complaints over revoked permits.,1,0,0,1,0,0
An appeal was filed by Shivam against a land acquisition order in Pune.,1,0,0,0,0,0
Ayesha pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Police arrest Omar in Amsterdam for organized financial fraud. A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,1,0,1,0,0
Aman files lawsuit against Fatima for breach of partnership terms.,0,0,0,0,0,1
Shareholder Ramesh alleges financial mismanagement by board members.,0,0,0,0,0,1
Supplier contract termination by Amazon leads to litigation.,0,0,0,0,0,1
Kshitij files lawsuit against Salman for breach of partnership terms.,0,0,0,0,0,1
Loan settlement conflict between Fatima and Titiksha escalates to civil court.,0,0,1,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Dispute arises over land boundaries between Salman and Sudhir in New York.,0,0,1,0,0,0
Government hiring procedure disputed by Akshay from Brussels.,1,0,0,0,0,0
Property ownership between Akshay and Anjali contested in Bangkok court. The inheritance claim of David contested by family members in London.,0,0,1,0,1,0
Petition filed by Shouryan regarding violation of free speech rights.,0,0,0,1,0,0
Loan settlement conflict between Simran and Piyush escalates to civil court. The inheritance claim of Kunal contested by family members in Delhi.,0,0,1,0,1,0
The inheritance claim of Shivam contested by family members in New York.,0,0,0,0,1,0
Petition filed by Amit regarding violation of free speech rights.,0,0,0,1,0,0
Dispute arises over land boundaries between Sukesh and Mohit in Kuala Lumpur.,0,0,1,0,0,0
"A drug trafficking ring was busted in Istanbul, implicating Mukti.",0,1,0,0,0,0
Shareholder Shubham alleges financial mismanagement by board members.,0,0,0,0,0,1
Petition filed by Rakesh regarding violation of free speech rights. Government hiring procedure disputed by Shouryan from Buenos Aires.,1,0,0,1,0,0
Fatima is charged with theft at Amsterdam mall.,0,1,0,0,0,0
"A drug trafficking ring was busted in Berlin, implicating Priya.",0,1,0,0,0,0
"A drug trafficking ring was busted in Istanbul, implicating Anshika. Petition filed by Salman regarding violation of free speech rights.",0,1,0,1,0,0
Rakesh and Mahesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Shubham challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Property ownership between Sunita and Shivam contested in Dubai court.,0,0,1,0,0,0
Mr. Anushka challenges the new municipal tax regulation in São Paulo.,1,0,0,0,0,0
Harvijay challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Rakesh challenges the reservation policy in the Supreme Court. Mr. Jatin challenges the new municipal tax regulation in Melbourne.,1,0,0,1,0,0
Aaradhya files lawsuit against Jyotir for breach of partnership terms.,0,0,0,0,0,1
Investigation begins on the kidnapping case involving Anushree in London.,0,1,0,0,0,0
An appeal was filed by Kartikey against a land acquisition order in Paris.,1,0,0,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
An FIR was lodged against Anushka for illegal possession of firearms. The rights of tribal communities in Brussels debated in the apex court.,0,1,0,1,0,0
Litigation initiated for contract breach by Sunita against Aman.,0,0,1,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Ramesh sues Sara over sudden rental agreement termination.,0,0,1,0,0,0
Yash challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Custody battle between Aditya and Aditya in Sydney family court.,0,0,0,0,1,0
Investigation begins on the kidnapping case involving Aman in Bangalore.,0,1,0,0,0,0
Supplier contract termination by BMW leads to litigation.,0,0,0,0,0,1
Litigation initiated for contract breach by Kartikey against Amit. Shareholder Arpita alleges financial mismanagement by board members.,0,0,1,0,0,1
Adoption rights dispute raised by Anjali in the High Court.,0,0,0,0,1,0
Petition filed by Chen regarding violation of free speech rights. Mr. Jatin challenges the new municipal tax regulation in Manila.,1,0,0,1,0,0
Dispute over guardianship rights brings Sunita and John to court.,0,0,0,0,1,0
Sara and Yash file for divorce citing irreconcilable differences.,0,0,0,0,1,0
David and Prashant file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Mr. Mohit challenges the new municipal tax regulation in Manchester.,1,0,0,0,0,0
Anshika pleads not guilty in a court case regarding cybercrime. Amit challenges the reservation policy in the Supreme Court.,0,1,0,1,0,0
Investigation begins on the kidnapping case involving Anushree in Melbourne.,0,1,0,0,0,0
Property ownership between Amit and Ayesha contested in Doha court. Startup AT&T sues ex-employee Aman for leaking trade secrets.,0,0,1,0,0,1
The department’s decision on pension disbursement was contested by Rakesh.,1,0,0,0,0,0
Petition filed by Jyotir regarding violation of free speech rights.,0,0,0,1,0,0
Property ownership between Rohit and Akshay contested in Singapore court.,0,0,1,0,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Supplier contract termination by Oracle leads to litigation.,0,0,0,0,0,1
Loan settlement conflict between Fatima and Rohit escalates to civil court.,0,0,1,0,0,0
David pleads not guilty in a court case regarding cybercrime. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
Dispute arises over land boundaries between Shivam and Anjali in Jakarta.,0,0,1,0,0,0
Custody battle between Anushree and Ayesha in Amsterdam family court.,0,0,0,0,1,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Government hiring procedure disputed by Anshika from Cape Town.,1,0,0,0,0,0
Adoption rights dispute raised by Raj in the High Court.,0,0,0,0,1,0
Property ownership between Mohit and Gukesh contested in Brussels court.,0,0,1,0,0,0
Yash sues Simran over sudden rental agreement termination. Chevron is accused of violating antitrust laws in Mexico City.,0,0,1,0,0,1
An appeal was filed by David against a land acquisition order in Jakarta.,1,0,0,0,0,0
An appeal was filed by Monika against a land acquisition order in Buenos Aires.,1,0,0,0,0,0
Dispute arises over land boundaries between Piyush and Mohit in Johannesburg.,0,0,1,0,0,0
Dispute arises over land boundaries between Kartikey and Aaradhya in Amsterdam. Dispute over guardianship rights brings Raj and Shubham to court.,0,0,1,0,1,0
Allegations of bias in exam results published by the London board are raised.,1,0,0,0,0,0
The transport authority in Mumbai faces complaints over revoked permits.,1,0,0,0,0,0
An FIR was lodged against Harvijay for illegal possession of firearms.,0,1,0,0,0,0
Dispute arises over land boundaries between Sunita and Amit in Barcelona. Dispute between Toyota and Toyota regarding merger terms.,0,0,1,0,0,1
Government hiring procedure disputed by Monika from New York.,1,0,0,0,0,0
Dispute over guardianship rights brings Amit and Salman to court.,0,0,0,0,1,0
A law regarding digital surveillance is being scrutinized under constitutional grounds. Allegations of bias in exam results published by the Brisbane board are raised.,1,0,0,1,0,0
AstraZeneca is accused of violating antitrust laws in Jammu.,0,0,0,0,0,1
Salman pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Litigation initiated for contract breach by Amit against Gukesh.,0,0,1,0,0,0
Allegations of bias in exam results published by the Vishakhapatnam board are raised.,1,0,0,0,0,0
Citizens in Brisbane protest changes in election laws. The department’s decision on pension disbursement was contested by Akshay.,1,0,0,1,0,0
Loan settlement conflict between Titiksha and Shivam escalates to civil court. Dispute between Singapore Airlines and Singapore Airlines regarding merger terms.,0,0,1,0,0,1
Dispute arises over land boundaries between Titiksha and Himanshi in Singapore.,0,0,1,0,0,0
Startup AstraZeneca sues ex-employee Shubham for leaking trade secrets.,0,0,0,0,0,1
The inheritance claim of Monika contested by family members in Mexico City.,0,0,0,0,1,0
Dispute between Larsen & Toubro and Larsen & Toubro regarding merger terms.,0,0,0,0,0,1
Fatima files lawsuit against Fatima for breach of partnership terms.,0,0,0,0,0,1
Supplier contract termination by Chevron leads to litigation.,0,0,0,0,0,1
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Police arrest Sukesh in Melbourne for organized financial fraud. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
Shareholder Monika alleges financial mismanagement by board members.,0,0,0,0,0,1
Loan settlement conflict between Arpita and Himanshi escalates to civil court.,0,0,1,0,0,0
Dispute arises over land boundaries between Mohit and Shubham in Bangkok.,0,0,1,0,0,0
Investigation begins on the kidnapping case involving Rakesh in Madrid. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
Utkarsh sues Tanmay over sudden rental agreement termination.,0,0,1,0,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Monika is charged with theft at Paris mall. Petition filed by Raj regarding violation of free speech rights.,0,1,0,1,0,0
Dispute arises over land boundaries between Sudhir and Aaradhya in Cairo.,0,0,1,0,0,0
Petition filed by Aditya regarding violation of free speech rights.,0,0,0,1,0,0
Startup ExxonMobil sues ex-employee Amit for leaking trade secrets.,0,0,0,0,0,1
Ayesha is charged with theft at Mexico City mall.,0,1,0,0,0,0
Shareholder Salman alleges financial mismanagement by board members.,0,0,0,0,0,1
Jatin is charged with theft at Jakarta mall. Petition filed by Sunita regarding violation of free speech rights.,0,1,0,1,0,0
Dispute over guardianship rights brings Priya and Yash to court.,0,0,0,0,1,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Himanshi is charged with theft at Goa mall.,0,1,0,0,0,0
The inheritance claim of Monika contested by family members in London.,0,0,0,0,1,0
Shouryan is charged with theft at Seoul mall.,0,1,0,0,0,0
Shareholder Omar alleges financial mismanagement by board members.,0,0,0,0,0,1
Aman sues Aman over sudden rental agreement termination. Supplier contract termination by Yum! Brands leads to litigation.,0,0,1,0,0,1
The rights of tribal communities in Paris debated in the apex court. The department’s decision on pension disbursement was contested by Piyush.,1,0,0,1,0,0
Loan settlement conflict between Fatima and Rohit escalates to civil court. The inheritance claim of Omar contested by family members in Bangkok.,0,0,1,0,1,0
The inheritance claim of Tanmay contested by family members in Abu Dhabi.,0,0,0,0,1,0
Allegations of bias in exam results published by the Tokyo board are raised.,1,0,0,0,0,0
Sudhir files lawsuit against Omar for breach of partnership terms. Mr. Monika challenges the new municipal tax regulation in Jammu.,1,0,0,0,0,1
Aditya sues John over sudden rental agreement termination.,0,0,1,0,0,0
Anjali challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Custody battle between Shubham and David in Vishakhapatnam family court.,0,0,0,0,1,0
Custody battle between Priya and Himanshi in Doha family court.,0,0,0,0,1,0
Dispute arises over land boundaries between Monika and Harvijay in Tokyo.,0,0,1,0,0,0
Adoption rights dispute raised by Aditya in the High Court.,0,0,0,0,1,0
An appeal was filed by Priya against a land acquisition order in Johannesburg.,1,0,0,0,0,0
Adoption rights dispute raised by Ayesha in the High Court.,0,0,0,0,1,0
Yash sues Harvijay over sudden rental agreement termination.,0,0,1,0,0,0
Investigation begins on the kidnapping case involving Himanshi in Manchester. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
Sudhir sues Arpita over sudden rental agreement termination.,0,0,1,0,0,0
Allegations of bias in exam results published by the Mumbai board are raised.,1,0,0,0,0,0
John and Titiksha file for divorce citing irreconcilable differences.,0,0,0,0,1,0
"A drug trafficking ring was busted in Dubai, implicating Priya.",0,1,0,0,0,0
Startup Wells Fargo sues ex-employee Omar for leaking trade secrets.,0,0,0,0,0,1
Jatin and Kshitij file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Sukesh files lawsuit against Raj for breach of partnership terms. Allegations of bias in exam results published by the Mexico City board are raised.,1,0,0,0,0,1
Priya challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
An FIR was lodged against Mukti for illegal possession of firearms.,0,1,0,0,0,0
Anushka challenges the reservation policy in the Supreme Court. An appeal was filed by Shubham against a land acquisition order in São Paulo.,1,0,0,1,0,0
Supplier contract termination by Target leads to litigation.,0,0,0,0,0,1
Loan settlement conflict between Shivam and Akshay escalates to civil court.,0,0,1,0,0,0
The rights of tribal communities in Amsterdam debated in the apex court.,0,0,0,1,0,0
Water damage liability case filed by Mahesh in Shanghai. Dispute over guardianship rights brings Arpita and Anshika to court.,0,0,1,0,1,0
Investigation begins on the kidnapping case involving Gukesh in Doha.,0,1,0,0,0,0
Allegations of bias in exam results published by the Tokyo board are raised.,1,0,0,0,0,0
An FIR was lodged against Aditya for illegal possession of firearms. Petition filed by Chen regarding violation of free speech rights.,0,1,0,1,0,0
Omar files lawsuit against Titiksha for breach of partnership terms.,0,0,0,0,0,1
Dispute between AT&T and AT&T regarding merger terms. Allegations of bias in exam results published by the Beijing board are raised.,1,0,0,0,0,1
Startup Accenture sues ex-employee Shouryan for leaking trade secrets. Mr. Prashant challenges the new municipal tax regulation in Vishakhapatnam.,1,0,0,0,0,1
The inheritance claim of Mahesh contested by family members in Jakarta.,0,0,0,0,1,0
The transport authority in Delhi faces complaints over revoked permits.,1,0,0,0,0,0
Simran pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
An appeal was filed by Kartikey against a land acquisition order in Kuala Lumpur.,1,0,0,0,0,0
Kunal files lawsuit against Mohit for breach of partnership terms. Mr. Arpita challenges the new municipal tax regulation in Jakarta.,1,0,0,0,0,1
Startup Netflix sues ex-employee Utkarsh for leaking trade secrets. The department’s decision on pension disbursement was contested by Salman.,1,0,0,0,0,1
Citizens in Seoul protest changes in election laws. Government hiring procedure disputed by Anjali from Brisbane.,1,0,0,1,0,0
Dispute between Toyota and Toyota regarding merger terms.,0,0,0,0,0,1
Alimony disagreement leads to legal action from Aditya.,0,0,0,0,1,0
The transport authority in Goa faces complaints over revoked permits.,1,0,0,0,0,0
An appeal was filed by Anshika against a land acquisition order in Moscow.,1,0,0,0,0,0
Allegations of bias in exam results published by the Rome board are raised.,1,0,0,0,0,0
Sunita sues Aditya over sudden rental agreement termination.,0,0,1,0,0,0
Mr. Aman challenges the new municipal tax regulation in Shanghai.,1,0,0,0,0,0
Citizens in Singapore protest changes in election laws.,0,0,0,1,0,0
Litigation initiated for contract breach by Omar against Anshika. Sara files lawsuit against Anshika for breach of partnership terms.,0,0,1,0,0,1
Alimony disagreement leads to legal action from John.,0,0,0,0,1,0
Dispute over guardianship rights brings Titiksha and Yash to court.,0,0,0,0,1,0
Mr. Rohit challenges the new municipal tax regulation in Jakarta.,1,0,0,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Supplier contract termination by Mondelez International leads to litigation. The transport authority in Kashmir faces complaints over revoked permits.,1,0,0,0,0,1
Petition filed by Simran regarding violation of free speech rights. Government hiring procedure disputed by Simran from Chennai.,1,0,0,1,0,0
Property ownership between John and Omar contested in Sydney court.,0,0,1,0,0,0
Mukti pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Custody battle between Sukesh and Ayesha in Kashmir family court.,0,0,0,0,1,0
Investigation begins on the kidnapping case involving Sudhir in Seoul. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
The transport authority in Amsterdam faces complaints over revoked permits.,1,0,0,0,0,0
Aaradhya is charged with theft at Tokyo mall.,0,1,0,0,0,0
Startup Morgan Stanley sues ex-employee Rohit for leaking trade secrets.,0,0,0,0,0,1
Gukesh and Anushka file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Allegations of bias in exam results published by the Brussels board are raised.,1,0,0,0,0,0
Ramesh and Sara file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Mr. Mohit challenges the new municipal tax regulation in Singapore.,1,0,0,0,0,0
Allegations of bias in exam results published by the Brussels board are raised.,1,0,0,0,0,0
Mr. Fatima challenges the new municipal tax regulation in Brussels.,1,0,0,0,0,0
Property ownership between Aditya and David contested in Brisbane court. Shareholder Anjali alleges financial mismanagement by board members.,0,0,1,0,0,1
Shivam challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Custody battle between Kunal and Kunal in Cape Town family court.,0,0,0,0,1,0
Water damage liability case filed by Anjali in Delhi.,0,0,1,0,0,0
Custody battle between Aaradhya and Piyush in Sydney family court.,0,0,0,0,1,0
Bharti Airtel is accused of violating antitrust laws in Manchester.,0,0,0,0,0,1
Aditya sues Akshay over sudden rental agreement termination.,0,0,1,0,0,0
The inheritance claim of Akshay contested by family members in Abu Dhabi.,0,0,0,0,1,0
Dispute between Coca-Cola and Coca-Cola regarding merger terms.,0,0,0,0,0,1
Allegations of bias in exam results published by the Brussels board are raised.,1,0,0,0,0,0
Adoption rights dispute raised by Aditya in the High Court.,0,0,0,0,1,0
The department’s decision on pension disbursement was contested by Shivam.,1,0,0,0,0,0
Loan settlement conflict between Piyush and Anushka escalates to civil court.,0,0,1,0,0,0
Litigation initiated for contract breach by Sunita against Anjali.,0,0,1,0,0,0
Dispute between Toyota and Toyota regarding merger terms.,0,0,0,0,0,1
Dispute arises over land boundaries between Himanshi and Chen in Dehradun. Dispute between Walmart and Walmart regarding merger terms.,0,0,1,0,0,1
"A drug trafficking ring was busted in Johannesburg, implicating Rakesh. The rights of tribal communities in Riyadh debated in the apex court.",0,1,0,1,0,0
An FIR was lodged against Raj for illegal possession of firearms.,0,1,0,0,0,0
Sudhir challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
An appeal was filed by Ramesh against a land acquisition order in Madrid.,1,0,0,0,0,0
Gukesh challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Allegations of bias in exam results published by the Brussels board are raised.,1,0,0,0,0,0
Sukesh sues Sudhir over sudden rental agreement termination. Dispute over guardianship rights brings Priya and Fatima to court.,0,0,1,0,1,0
Custody battle between Prashant and Anjali in Sydney family court.,0,0,0,0,1,0
The rights of tribal communities in Mumbai debated in the apex court. An appeal was filed by Anushka against a land acquisition order in Istanbul.,1,0,0,1,0,0
"A drug trafficking ring was busted in Chennai, implicating Mohit. Petition filed by Sudhir regarding violation of free speech rights.",0,1,0,1,0,0
"A drug trafficking ring was busted in Kashmir, implicating Anjali.",0,1,0,0,0,0
"A drug trafficking ring was busted in Tokyo, implicating Amit.",0,1,0,0,0,0
Government hiring procedure disputed by Titiksha from Mexico City.,1,0,0,0,0,0
Adoption rights dispute raised by Sara in the High Court.,0,0,0,0,1,0
Custody battle between Tanmay and Mukti in Manchester family court.,0,0,0,0,1,0
Disney is accused of violating antitrust laws in Melbourne.,0,0,0,0,0,1
Arpita is charged with theft at Paris mall.,0,1,0,0,0,0
Tanmay pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Startup Paramount Global sues ex-employee Jatin for leaking trade secrets.,0,0,0,0,0,1
Investigation begins on the kidnapping case involving John in Riyadh. Aman challenges the reservation policy in the Supreme Court.,0,1,0,1,0,0
An FIR was lodged against Himanshi for illegal possession of firearms. A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,1,0,1,0,0
Supplier contract termination by Chevron leads to litigation.,0,0,0,0,0,1
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Dispute arises over land boundaries between Anjali and Tanmay in Kerela. PepsiCo is accused of violating antitrust laws in Delhi.,0,0,1,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
The rights of tribal communities in Riyadh debated in the apex court. An appeal was filed by Mohit against a land acquisition order in Cairo.,1,0,0,1,0,0
John and Ramesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Litigation initiated for contract breach by Sunita against Rohit. Startup Cipla sues ex-employee Mohit for leaking trade secrets.,0,0,1,0,0,1
Property ownership between Shubham and David contested in Chennai court. Dispute between Citibank and Citibank regarding merger terms.,0,0,1,0,0,1
Government hiring procedure disputed by Salman from Bangkok.,1,0,0,0,0,0
Allegations of bias in exam results published by the Manila board are raised.,1,0,0,0,0,0
Startup Microsoft sues ex-employee Fatima for leaking trade secrets.,0,0,0,0,0,1
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Litigation initiated for contract breach by Anushree against Shivam. Dispute over guardianship rights brings Gukesh and Anshika to court.,0,0,1,0,1,0
The transport authority in Osaka faces complaints over revoked permits.,1,0,0,0,0,0
Litigation initiated for contract breach by Anushree against Rohit.,0,0,1,0,0,0
Startup Marriott International sues ex-employee Raj for leaking trade secrets.,0,0,0,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
David sues Mohit over sudden rental agreement termination. Dispute over guardianship rights brings Kunal and Kunal to court.,0,0,1,0,1,0
BP is accused of violating antitrust laws in Chennai.,0,0,0,0,0,1
Investigation begins on the kidnapping case involving Raj in Osaka.,0,1,0,0,0,0
Police arrest Gukesh in Barcelona for organized financial fraud.,0,1,0,0,0,0
Government hiring procedure disputed by Titiksha from Seoul.,1,0,0,0,0,0
Dispute between Pfizer and Pfizer regarding merger terms.,0,0,0,0,0,1
Government hiring procedure disputed by Ramesh from Jakarta.,1,0,0,0,0,0
John sues Sudhir over sudden rental agreement termination. The inheritance claim of Jatin contested by family members in Buenos Aires.,0,0,1,0,1,0
Dispute between Yum! Brands and Yum! Brands regarding merger terms.,0,0,0,0,0,1
Aaradhya is charged with theft at Berlin mall. Aaradhya challenges the reservation policy in the Supreme Court.,0,1,0,1,0,0
Citizens in Mexico City protest changes in election laws.,0,0,0,1,0,0
Shareholder Rohit alleges financial mismanagement by board members.,0,0,0,0,0,1
Water damage liability case filed by Kartikey in Johannesburg. The inheritance claim of Gukesh contested by family members in Rome.,0,0,1,0,1,0
Loan settlement conflict between Titiksha and Shivam escalates to civil court.,0,0,1,0,0,0
The rights of tribal communities in Berlin debated in the apex court.,0,0,0,1,0,0
Police arrest Shubham in Jakarta for organized financial fraud.,0,1,0,0,0,0
Loan settlement conflict between Aaradhya and Kartikey escalates to civil court.,0,0,1,0,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Allegations of bias in exam results published by the Shanghai board are raised.,1,0,0,0,0,0
Dispute arises over land boundaries between Shubham and Prashant in Seoul. BYD Auto is accused of violating antitrust laws in Barcelona.,0,0,1,0,0,1
Mohit files lawsuit against Amit for breach of partnership terms.,0,0,0,0,0,1
An FIR was lodged against Himanshi for illegal possession of firearms.,0,1,0,0,0,0
Shubham sues Utkarsh over sudden rental agreement termination. Raj files lawsuit against Prashant for breach of partnership terms.,0,0,1,0,0,1
An FIR was lodged against Sukesh for illegal possession of firearms.,0,1,0,0,0,0
Piyush sues David over sudden rental agreement termination. The inheritance claim of Fatima contested by family members in Osaka.,0,0,1,0,1,0
Kshitij and Harvijay file for divorce citing irreconcilable differences.,0,0,0,0,1,0
The department’s decision on pension disbursement was contested by Omar.,1,0,0,0,0,0
The department’s decision on pension disbursement was contested by Mohit.,1,0,0,0,0,0
Sara files lawsuit against Omar for breach of partnership terms. The department’s decision on pension disbursement was contested by Ayesha.,1,0,0,0,0,1
Police arrest Monika in Cape Town for organized financial fraud.,0,1,0,0,0,0
Supplier contract termination by Apple leads to litigation. Allegations of bias in exam results published by the Kuala Lumpur board are raised.,1,0,0,0,0,1
Dispute between Novartis and Novartis regarding merger terms.,0,0,0,0,0,1
Shareholder Rakesh alleges financial mismanagement by board members.,0,0,0,0,0,1
Investigation begins on the kidnapping case involving Jyotir in Brisbane.,0,1,0,0,0,0
Custody battle between Aman and Chen in Brussels family court.,0,0,0,0,1,0
Investigation begins on the kidnapping case involving Shouryan in Manchester. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
Alimony disagreement leads to legal action from Anshika.,0,0,0,0,1,0
Startup PayPal sues ex-employee Himanshi for leaking trade secrets.,0,0,0,0,0,1
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Property ownership between Ayesha and Yash contested in Brussels court. Custody battle between Titiksha and Shubham in Istanbul family court.,0,0,1,0,1,0
An FIR was lodged against Anushree for illegal possession of firearms.,0,1,0,0,0,0
Litigation initiated for contract breach by Chen against Anjali. The inheritance claim of Gukesh contested by family members in London.,0,0,1,0,1,0
Allegations of bias in exam results published by the Beijing board are raised.,1,0,0,0,0,0
