case_text,administrative,criminal,civil,constitutional,family,commercial
Petition filed by Mahesh regarding violation of free speech rights.,0,0,0,1,0,0
Utkarsh sues Anshika over sudden rental agreement termination.,0,0,1,0,0,0
Arpita sues Aaradhya over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Kartikey in Jammu for organized financial fraud.,0,1,0,0,0,0
Petition filed by Ayesha regarding violation of free speech rights. Government hiring procedure disputed by kshitij from Bnaglore.,1,0,0,1,0,0
Property ownership between Sukesh and Utkarsh contested in Rome court.,0,0,1,0,0,0
Police arrest Kartikey in Madrid for organized financial fraud.,0,1,0,0,0,0
Anshika and Shouryan file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Government hiring procedure disputed by Mukti from Seoul.,1,0,0,0,0,0
Startup Walmart sues ex-employee John for leaking trade secrets.,0,0,0,0,0,1
Startup BMW sues ex-employee Himanshi for leaking trade secrets.,0,0,0,0,0,1
Ramesh sues Mohit over sudden rental agreement termination. Custody battle between Jatin and Titiksha in Bnaglore family court.,0,0,1,0,1,0
Shubham files lawsuit against Jatin for breach of partnership terms. Government hiring procedure disputed by John from Osaka.,1,0,0,0,0,1
Police arrest Yash in London for organized financial fraud. Citizens in Abu Dhabi protest changes in election laws.,0,1,0,1,0,0
Property ownership between Shivam and Priya contested in Berlin court. Anushree files lawsuit against Amit for breach of partnership terms.,0,0,1,0,0,1
Police arrest Himanshi in Amsterdam for organized financial fraud.,0,1,0,0,0,0
Property ownership between David and Gukesh contested in Doha court. Custody battle between Himanshi and Titiksha in Amsterdam family court.,0,0,1,0,1,0
Aman sues Priya over sudden rental agreement termination. Fatima files lawsuit against Shouryan for breach of partnership terms.,0,0,1,0,0,1
Property ownership between Jatin and Shivam contested in Cairo court.,0,0,1,0,0,0
Property ownership between Mohit and Kunal contested in Johannesburg court. Sudhir and Salman file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Anshika and Harvijay file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Yash sues Simran over sudden rental agreement termination.,0,0,1,0,0,0
kshitij files lawsuit against Monika for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Shivam and Himanshi contested in Goa court. Mukti and Aman file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Kunal is charged with theft at Mumbai mall.,0,1,0,0,0,0
Startup AT&T sues ex-employee Sudhir for leaking trade secrets.,0,0,0,0,0,1
Citizens in Cairo protest changes in election laws.,0,0,0,1,0,0
Sudhir and Akshay file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Police arrest Titiksha in Istanbul for organized financial fraud.,0,1,0,0,0,0
Priya sues Arpita over sudden rental agreement termination. Startup Merck & Co. sues ex-employee Shouryan for leaking trade secrets.,0,0,1,0,0,1
Mr. Rohit challenges the new municipal tax regulation in Madrid.,1,0,0,0,0,0
Property ownership between Gukesh and Rohit contested in Sydney court.,0,0,1,0,0,0
Petition filed by Jyotir regarding violation of free speech rights.,0,0,0,1,0,0
Petition filed by Anjali regarding violation of free speech rights.,0,0,0,1,0,0
Sara and Mohit file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Mr. Jyotir challenges the new municipal tax regulation in Berlin.,1,0,0,0,0,0
Mukti files lawsuit against Omar for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Aaradhya and Shouryan contested in São Paulo court.,0,0,1,0,0,0
Government hiring procedure disputed by Anushree from Sydney.,1,0,0,0,0,0
Property ownership between Anushree and Anushree contested in Sydney court.,0,0,1,0,0,0
Anjali sues Chen over sudden rental agreement termination.,0,0,1,0,0,0
Property ownership between Aditya and Priya contested in Riyadh court.,0,0,1,0,0,0
Anjali is charged with theft at Riyadh mall.,0,1,0,0,0,0
Startup Flipkart sues ex-employee Aditya for leaking trade secrets.,0,0,0,0,0,1
Citizens in Moscow protest changes in election laws.,0,0,0,1,0,0
Property ownership between Prashant and Rohit contested in Sydney court.,0,0,1,0,0,0
Aaradhya and Salman file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup Chevron sues ex-employee Harvijay for leaking trade secrets.,0,0,0,0,0,1
Jyotir is charged with theft at Brisbane mall.,0,1,0,0,0,0
Yash is charged with theft at Brisbane mall.,0,1,0,0,0,0
Shouryan sues Jatin over sudden rental agreement termination. Tanmay and Jyotir file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Petition filed by Aditya regarding violation of free speech rights. Government hiring procedure disputed by Sara from Mumbai.,1,0,0,1,0,0
Sukesh files lawsuit against Monika for breach of partnership terms. Government hiring procedure disputed by Prashant from London.,1,0,0,0,0,1
Petition filed by Salman regarding violation of free speech rights. Government hiring procedure disputed by Sara from Manila.,1,0,0,1,0,0
Custody battle between Anshika and Ayesha in Mumbai family court.,0,0,0,0,1,0
Mr. kshitij challenges the new municipal tax regulation in Madrid.,1,0,0,0,0,0
Startup Microsoft sues ex-employee Shouryan for leaking trade secrets.,0,0,0,0,0,1
Startup Cipla sues ex-employee David for leaking trade secrets.,0,0,0,0,0,1
Government hiring procedure disputed by Mahesh from Paris.,1,0,0,0,0,0
Property ownership between Sara and Omar contested in Dehradun court.,0,0,1,0,0,0
Custody battle between Ayesha and Ayesha in Dehradun family court.,0,0,0,0,1,0
Citizens in Paris protest changes in election laws. Government hiring procedure disputed by Ayesha from Moscow.,1,0,0,1,0,0
Shivam is charged with theft at Buenos Aires mall.,0,1,0,0,0,0
Aman files lawsuit against Shivam for breach of partnership terms. Mr. Simran challenges the new municipal tax regulation in Madrid.,1,0,0,0,0,1
Police arrest Amit in Berlin for organized financial fraud.,0,1,0,0,0,0
Government hiring procedure disputed by Ramesh from New York.,1,0,0,0,0,0
Startup Airbnb sues ex-employee Mahesh for leaking trade secrets.,0,0,0,0,0,1
Citizens in Mumbai protest changes in election laws.,0,0,0,1,0,0
Rohit sues Shouryan over sudden rental agreement termination.,0,0,1,0,0,0
Mohit files lawsuit against Kartikey for breach of partnership terms.,0,0,0,0,0,1
Petition filed by Aditya regarding violation of free speech rights.,0,0,0,1,0,0
Omar is charged with theft at Lima mall.,0,1,0,0,0,0
Piyush and Amit file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Police arrest Sara in New York for organized financial fraud.,0,1,0,0,0,0
Shouryan files lawsuit against Aaradhya for breach of partnership terms.,0,0,0,0,0,1
Prashant sues Harvijay over sudden rental agreement termination. Anushree files lawsuit against Jatin for breach of partnership terms.,0,0,1,0,0,1
Gukesh and Mohit file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Police arrest Amit in Rome for organized financial fraud.,0,1,0,0,0,0
Monika and Mahesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Aditya is charged with theft at Dubai mall.,0,1,0,0,0,0
Mr. Rakesh challenges the new municipal tax regulation in Goa.,1,0,0,0,0,0
Property ownership between David and Amit contested in Abu Dhabi court.,0,0,1,0,0,0
Mukti sues kshitij over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Tanmay in Johannesburg for organized financial fraud. Petition filed by Utkarsh regarding violation of free speech rights.,0,1,0,1,0,0
Custody battle between David and Shivam in Bangkok family court.,0,0,0,0,1,0
Petition filed by Anshika regarding violation of free speech rights.,0,0,0,1,0,0
Himanshi sues Mahesh over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Sunita in London for organized financial fraud. Petition filed by Anushka regarding violation of free speech rights.,0,1,0,1,0,0
Petition filed by Titiksha regarding violation of free speech rights.,0,0,0,1,0,0
Mahesh sues Sudhir over sudden rental agreement termination. Startup Caterpillar sues ex-employee Raj for leaking trade secrets.,0,0,1,0,0,1
Startup T-Mobile sues ex-employee Salman for leaking trade secrets.,0,0,0,0,0,1
Kunal sues Ayesha over sudden rental agreement termination. Startup NextEra Energy sues ex-employee Titiksha for leaking trade secrets.,0,0,1,0,0,1
Anjali sues Anushree over sudden rental agreement termination.,0,0,1,0,0,0
Gukesh is charged with theft at London mall.,0,1,0,0,0,0
Custody battle between Jatin and Sara in New York family court.,0,0,0,0,1,0
Police arrest Chen in Dehradun for organized financial fraud.,0,1,0,0,0,0
Police arrest Anshika in Bangkok for organized financial fraud.,0,1,0,0,0,0
Mr. Monika challenges the new municipal tax regulation in Vishakhapatnam.,1,0,0,0,0,0
Police arrest Aman in Osaka for organized financial fraud.,0,1,0,0,0,0
Police arrest Himanshi in Abu Dhabi for organized financial fraud. Petition filed by John regarding violation of free speech rights.,0,1,0,1,0,0
Government hiring procedure disputed by Chen from Sydney.,1,0,0,0,0,0
Property ownership between Ayesha and John contested in Bangkok court. Custody battle between Akshay and Simran in Cairo family court.,0,0,1,0,1,0
Police arrest Fatima in Cape Town for organized financial fraud.,0,1,0,0,0,0
Jatin sues John over sudden rental agreement termination. Custody battle between Rohit and Jyotir in Cairo family court.,0,0,1,0,1,0
Mr. Jyotir challenges the new municipal tax regulation in London.,1,0,0,0,0,0
Petition filed by Shouryan regarding violation of free speech rights. Government hiring procedure disputed by Jyotir from Kuala Lumpur.,1,0,0,1,0,0
Custody battle between Aaradhya and Titiksha in Kuala Lumpur family court.,0,0,0,0,1,0
Government hiring procedure disputed by Aditya from Rome.,1,0,0,0,0,0
Raj is charged with theft at Jakarta mall.,0,1,0,0,0,0
Mahesh sues Sunita over sudden rental agreement termination. Custody battle between Aaradhya and Aditya in Jammu family court.,0,0,1,0,1,0
Custody battle between Prashant and Mohit in Manila family court.,0,0,0,0,1,0
Citizens in Seoul protest changes in election laws. Government hiring procedure disputed by Shouryan from Johannesburg.,1,0,0,1,0,0
Government hiring procedure disputed by Jatin from Madrid.,1,0,0,0,0,0
Property ownership between Monika and Tanmay contested in Brussels court. Startup Spotify sues ex-employee Kartikey for leaking trade secrets.,0,0,1,0,0,1
Property ownership between Arpita and David contested in Moscow court.,0,0,1,0,0,0
Startup BYD Auto sues ex-employee Harvijay for leaking trade secrets.,0,0,0,0,0,1
Police arrest Kartikey in Jammu for organized financial fraud. Petition filed by Himanshi regarding violation of free speech rights.,0,1,0,1,0,0
Raj files lawsuit against Rakesh for breach of partnership terms.,0,0,0,0,0,1
Property ownership between John and Aaradhya contested in London court.,0,0,1,0,0,0
Custody battle between Mahesh and Shubham in Bangkok family court.,0,0,0,0,1,0
Startup Yum! Brands sues ex-employee David for leaking trade secrets.,0,0,0,0,0,1
Property ownership between Shivam and Amit contested in Riyadh court.,0,0,1,0,0,0
Police arrest Rakesh in Mumbai for organized financial fraud. Petition filed by Rohit regarding violation of free speech rights.,0,1,0,1,0,0
Property ownership between kshitij and Harvijay contested in Mumbai court. Tanmay and Kunal file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Startup Target sues ex-employee Kunal for leaking trade secrets. Government hiring procedure disputed by Mohit from Istanbul.,1,0,0,0,0,1
Startup Tencent sues ex-employee Anushka for leaking trade secrets. Mr. Sunita challenges the new municipal tax regulation in Mumbai.,1,0,0,0,0,1
David sues Jatin over sudden rental agreement termination.,0,0,1,0,0,0
Petition filed by Mohit regarding violation of free speech rights.,0,0,0,1,0,0
Sudhir sues Omar over sudden rental agreement termination. Piyush files lawsuit against John for breach of partnership terms.,0,0,1,0,0,1
Petition filed by Gukesh regarding violation of free speech rights. Mr. Ayesha challenges the new municipal tax regulation in Amsterdam.,1,0,0,1,0,0
Petition filed by Fatima regarding violation of free speech rights. Mr. Rohit challenges the new municipal tax regulation in Istanbul.,1,0,0,1,0,0
Petition filed by Shubham regarding violation of free speech rights.,0,0,0,1,0,0
Petition filed by Utkarsh regarding violation of free speech rights.,0,0,0,1,0,0
Shouryan sues Titiksha over sudden rental agreement termination. Startup Tencent sues ex-employee Arpita for leaking trade secrets.,0,0,1,0,0,1
Petition filed by John regarding violation of free speech rights.,0,0,0,1,0,0
Mahesh is charged with theft at Beijing mall.,0,1,0,0,0,0
Aditya sues Prashant over sudden rental agreement termination.,0,0,1,0,0,0
Mr. Kunal challenges the new municipal tax regulation in Rome.,1,0,0,0,0,0
Citizens in Brussels protest changes in election laws.,0,0,0,1,0,0
Police arrest Monika in New York for organized financial fraud.,0,1,0,0,0,0
Petition filed by David regarding violation of free speech rights.,0,0,0,1,0,0
Ramesh files lawsuit against Utkarsh for breach of partnership terms.,0,0,0,0,0,1
Sunita sues Anushka over sudden rental agreement termination.,0,0,1,0,0,0
Property ownership between Shubham and Ayesha contested in Berlin court.,0,0,1,0,0,0
Petition filed by Amit regarding violation of free speech rights.,0,0,0,1,0,0
Mahesh sues Fatima over sudden rental agreement termination.,0,0,1,0,0,0
Shubham sues Tanmay over sudden rental agreement termination.,0,0,1,0,0,0
Property ownership between Tanmay and Anushree contested in Madrid court. Custody battle between Prashant and Aditya in Madrid family court.,0,0,1,0,1,0
Aaradhya sues Arpita over sudden rental agreement termination. Startup Intel Corporation sues ex-employee Titiksha for leaking trade secrets.,0,0,1,0,0,1
Government hiring procedure disputed by Himanshi from Vishakhapatnam.,1,0,0,0,0,0
David is charged with theft at Cape Town mall. Petition filed by David regarding violation of free speech rights.,0,1,0,1,0,0
Startup AstraZeneca sues ex-employee Himanshi for leaking trade secrets.,0,0,0,0,0,1
Custody battle between Mahesh and Jatin in Moscow family court.,0,0,0,0,1,0
Government hiring procedure disputed by John from Manchester.,1,0,0,0,0,0
Startup Starbucks sues ex-employee Yash for leaking trade secrets.,0,0,0,0,0,1
Property ownership between Jatin and Tanmay contested in Delhi court. Akshay files lawsuit against Sara for breach of partnership terms.,0,0,1,0,0,1
Amit is charged with theft at Seoul mall.,0,1,0,0,0,0
Akshay files lawsuit against Utkarsh for breach of partnership terms. Mr. Shivam challenges the new municipal tax regulation in Shanghai.,1,0,0,0,0,1
David files lawsuit against Mohit for breach of partnership terms.,0,0,0,0,0,1
Rohit files lawsuit against Mukti for breach of partnership terms.,0,0,0,0,0,1
Citizens in Shanghai protest changes in election laws.,0,0,0,1,0,0
Mr. Ayesha challenges the new municipal tax regulation in Bangkok.,1,0,0,0,0,0
Citizens in Doha protest changes in election laws.,0,0,0,1,0,0
Kartikey and Anjali file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Rohit files lawsuit against Sudhir for breach of partnership terms.,0,0,0,0,0,1
Citizens in Manchester protest changes in election laws.,0,0,0,1,0,0
Government hiring procedure disputed by Jatin from Kuala Lumpur.,1,0,0,0,0,0
Sunita is charged with theft at Dehradun mall.,0,1,0,0,0,0
Petition filed by Ramesh regarding violation of free speech rights.,0,0,0,1,0,0
Police arrest Aditya in Shanghai for organized financial fraud.,0,1,0,0,0,0
Petition filed by Himanshi regarding violation of free speech rights. Mr. Yash challenges the new municipal tax regulation in Dehradun.,1,0,0,1,0,0
Citizens in São Paulo protest changes in election laws.,0,0,0,1,0,0
kshitij is charged with theft at Abu Dhabi mall.,0,1,0,0,0,0
Property ownership between Ramesh and Himanshi contested in Riyadh court.,0,0,1,0,0,0
Amit sues Utkarsh over sudden rental agreement termination. Chen files lawsuit against Jatin for breach of partnership terms.,0,0,1,0,0,1
Anushree sues Anushka over sudden rental agreement termination.,0,0,1,0,0,0
Property ownership between John and Piyush contested in Kashmir court. Custody battle between Shouryan and Rohit in Pune family court.,0,0,1,0,1,0
Property ownership between Amit and Amit contested in Bnaglore court.,0,0,1,0,0,0
Property ownership between Piyush and Amit contested in São Paulo court. Startup Oracle sues ex-employee Sudhir for leaking trade secrets.,0,0,1,0,0,1
Prashant sues Anjali over sudden rental agreement termination. Startup PayPal sues ex-employee Anjali for leaking trade secrets.,0,0,1,0,0,1
Property ownership between Shivam and Akshay contested in New York court. Anjali and Aaradhya file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Startup BMW sues ex-employee Jyotir for leaking trade secrets.,0,0,0,0,0,1
Property ownership between Sukesh and Kartikey contested in Lima court.,0,0,1,0,0,0
Police arrest Arpita in Kerela for organized financial fraud. Petition filed by Anjali regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest Aditya in London for organized financial fraud.,0,1,0,0,0,0
Startup Honda sues ex-employee Jatin for leaking trade secrets.,0,0,0,0,0,1
Government hiring procedure disputed by Mukti from Seoul.,1,0,0,0,0,0
Arpita files lawsuit against Jyotir for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Amit and Anushka contested in Jammu court. Startup General Motors sues ex-employee Rakesh for leaking trade secrets.,0,0,1,0,0,1
Monika files lawsuit against Raj for breach of partnership terms.,0,0,0,0,0,1
Gukesh and Ayesha file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup BYD Auto sues ex-employee Sunita for leaking trade secrets.,0,0,0,0,0,1
Citizens in Melbourne protest changes in election laws. Mr. Mukti challenges the new municipal tax regulation in Amsterdam.,1,0,0,1,0,0
Police arrest Shubham in Kuala Lumpur for organized financial fraud. Petition filed by Rohit regarding violation of free speech rights.,0,1,0,1,0,0
Harvijay is charged with theft at Bangkok mall.,0,1,0,0,0,0
Property ownership between Kunal and Prashant contested in Rome court. Ramesh and Amit file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Sukesh sues Piyush over sudden rental agreement termination. Titiksha files lawsuit against Sudhir for breach of partnership terms.,0,0,1,0,0,1
Custody battle between Akshay and Amit in Pune family court.,0,0,0,0,1,0
Petition filed by Raj regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Abu Dhabi protest changes in election laws. Government hiring procedure disputed by Jatin from Johannesburg.,1,0,0,1,0,0
Aaradhya is charged with theft at Manila mall.,0,1,0,0,0,0
Property ownership between Yash and Sukesh contested in Kerela court.,0,0,1,0,0,0
Arpita sues Gukesh over sudden rental agreement termination. Startup Sun Pharma sues ex-employee Salman for leaking trade secrets.,0,0,1,0,0,1
Aman files lawsuit against Piyush for breach of partnership terms. Mr. Utkarsh challenges the new municipal tax regulation in Madrid.,1,0,0,0,0,1
David sues Rohit over sudden rental agreement termination.,0,0,1,0,0,0
Property ownership between Fatima and Rohit contested in Riyadh court. Anushka files lawsuit against Rakesh for breach of partnership terms.,0,0,1,0,0,1
Police arrest Ayesha in Lima for organized financial fraud. Citizens in Osaka protest changes in election laws.,0,1,0,1,0,0
Property ownership between David and Mahesh contested in Cairo court.,0,0,1,0,0,0
Startup Citibank sues ex-employee Gukesh for leaking trade secrets. Government hiring procedure disputed by kshitij from Cape Town.,1,0,0,0,0,1
Police arrest Anushka in Cairo for organized financial fraud.,0,1,0,0,0,0
Property ownership between Rohit and Rohit contested in Moscow court.,0,0,1,0,0,0
Sudhir is charged with theft at Goa mall. Petition filed by Anushree regarding violation of free speech rights.,0,1,0,1,0,0
Arpita and kshitij file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Custody battle between Anushka and Kartikey in Jakarta family court.,0,0,0,0,1,0
Custody battle between Anshika and kshitij in Dubai family court.,0,0,0,0,1,0
Police arrest Sara in Mumbai for organized financial fraud. Petition filed by Kartikey regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest Anushka in Manila for organized financial fraud.,0,1,0,0,0,0
Police arrest Arpita in Madrid for organized financial fraud. Citizens in Kuala Lumpur protest changes in election laws.,0,1,0,1,0,0
Custody battle between Himanshi and Anushree in Moscow family court.,0,0,0,0,1,0
Property ownership between Harvijay and Jyotir contested in Paris court. John and Fatima file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Salman files lawsuit against Aaradhya for breach of partnership terms. Mr. John challenges the new municipal tax regulation in Singapore.,1,0,0,0,0,1
Custody battle between Mahesh and Kunal in Singapore family court.,0,0,0,0,1,0
Property ownership between Anushka and Yash contested in Bnaglore court. Custody battle between Raj and Tanmay in Amsterdam family court.,0,0,1,0,1,0
Citizens in Manchester protest changes in election laws.,0,0,0,1,0,0
Police arrest Harvijay in Istanbul for organized financial fraud. Petition filed by Piyush regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest Shivam in Kashmir for organized financial fraud.,0,1,0,0,0,0
Mr. Titiksha challenges the new municipal tax regulation in Delhi.,1,0,0,0,0,0
Police arrest Rohit in Manchester for organized financial fraud.,0,1,0,0,0,0
Anshika sues Amit over sudden rental agreement termination.,0,0,1,0,0,0
Monika and Aman file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Property ownership between Mukti and Sunita contested in Abu Dhabi court.,0,0,1,0,0,0
Tanmay is charged with theft at Shanghai mall.,0,1,0,0,0,0
Petition filed by Aaradhya regarding violation of free speech rights.,0,0,0,1,0,0
Police arrest Rohit in Kuala Lumpur for organized financial fraud. Petition filed by Shivam regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest kshitij in Madrid for organized financial fraud. Petition filed by Fatima regarding violation of free speech rights.,0,1,0,1,0,0
Harvijay files lawsuit against Kunal for breach of partnership terms.,0,0,0,0,0,1
Startup Barclays sues ex-employee Ramesh for leaking trade secrets. Government hiring procedure disputed by Anjali from Doha.,1,0,0,0,0,1
Anushree files lawsuit against Himanshi for breach of partnership terms.,0,0,0,0,0,1
Shivam sues Harvijay over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Harvijay in Manila for organized financial fraud.,0,1,0,0,0,0
Startup Qatar Airways sues ex-employee Rakesh for leaking trade secrets. Mr. Rakesh challenges the new municipal tax regulation in Shanghai.,1,0,0,0,0,1
Simran is charged with theft at Buenos Aires mall. Petition filed by Jyotir regarding violation of free speech rights.,0,1,0,1,0,0
Government hiring procedure disputed by Sudhir from Tokyo.,1,0,0,0,0,0
Government hiring procedure disputed by Aditya from Jakarta.,1,0,0,0,0,0
Monika is charged with theft at Osaka mall.,0,1,0,0,0,0
Petition filed by Sara regarding violation of free speech rights.,0,0,0,1,0,0
Startup Honeywell sues ex-employee Sunita for leaking trade secrets. Mr. Simran challenges the new municipal tax regulation in Jakarta.,1,0,0,0,0,1
Sunita files lawsuit against Harvijay for breach of partnership terms.,0,0,0,0,0,1
Startup ExxonMobil sues ex-employee Shubham for leaking trade secrets. Mr. David challenges the new municipal tax regulation in Singapore.,1,0,0,0,0,1
Priya is charged with theft at Singapore mall.,0,1,0,0,0,0
Police arrest Monika in Dehradun for organized financial fraud.,0,1,0,0,0,0
Police arrest Sudhir in Pune for organized financial fraud. Petition filed by Anjali regarding violation of free speech rights.,0,1,0,1,0,0
Property ownership between Kunal and kshitij contested in Shanghai court. Startup Hilton Hotels sues ex-employee Sunita for leaking trade secrets.,0,0,1,0,0,1
Custody battle between Sudhir and Rakesh in Chennai family court.,0,0,0,0,1,0
Petition filed by Sudhir regarding violation of free speech rights.,0,0,0,1,0,0
Startup Tata Motors sues ex-employee Shubham for leaking trade secrets.,0,0,0,0,0,1
Government hiring procedure disputed by Raj from Johannesburg.,1,0,0,0,0,0
Anshika sues Aditya over sudden rental agreement termination.,0,0,1,0,0,0
Rakesh sues Kartikey over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Priya in Brussels for organized financial fraud. Petition filed by Aman regarding violation of free speech rights.,0,1,0,1,0,0
Fatima and Anushka file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Police arrest Utkarsh in Melbourne for organized financial fraud.,0,1,0,0,0,0
Property ownership between Shubham and Anushka contested in Doha court. Sukesh files lawsuit against Himanshi for breach of partnership terms.,0,0,1,0,0,1
Rohit sues Kunal over sudden rental agreement termination.,0,0,1,0,0,0
Petition filed by Titiksha regarding violation of free speech rights.,0,0,0,1,0,0
Startup General Motors sues ex-employee Gukesh for leaking trade secrets. Government hiring procedure disputed by Priya from Bnaglore.,1,0,0,0,0,1
Petition filed by Kartikey regarding violation of free speech rights.,0,0,0,1,0,0
Property ownership between Akshay and Sunita contested in New York court.,0,0,1,0,0,0
Startup PepsiCo sues ex-employee Monika for leaking trade secrets. Mr. Mahesh challenges the new municipal tax regulation in Melbourne.,1,0,0,0,0,1
Police arrest Prashant in Madrid for organized financial fraud.,0,1,0,0,0,0
Citizens in Singapore protest changes in election laws. Government hiring procedure disputed by Rakesh from Doha.,1,0,0,1,0,0
Tanmay sues Rakesh over sudden rental agreement termination. Custody battle between Gukesh and Kartikey in Singapore family court.,0,0,1,0,1,0
Petition filed by Rohit regarding violation of free speech rights.,0,0,0,1,0,0
Sukesh is charged with theft at Kerela mall.,0,1,0,0,0,0
Startup Tencent sues ex-employee Rakesh for leaking trade secrets. Mr. Akshay challenges the new municipal tax regulation in Barcelona.,1,0,0,0,0,1
Startup American Express sues ex-employee Piyush for leaking trade secrets. Mr. Anjali challenges the new municipal tax regulation in Jakarta.,1,0,0,0,0,1
Police arrest Utkarsh in Mexico City for organized financial fraud.,0,1,0,0,0,0
Startup Bosch sues ex-employee Piyush for leaking trade secrets.,0,0,0,0,0,1
Utkarsh is charged with theft at Manila mall.,0,1,0,0,0,0
Mukti files lawsuit against kshitij for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Aaradhya and Sara contested in Mexico City court.,0,0,1,0,0,0
Petition filed by Anushree regarding violation of free speech rights.,0,0,0,1,0,0
Rohit files lawsuit against Ramesh for breach of partnership terms. Mr. Kunal challenges the new municipal tax regulation in Brisbane.,1,0,0,0,0,1
Shubham and Aman file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup TCS sues ex-employee Sara for leaking trade secrets.,0,0,0,0,0,1
Prashant and Piyush file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Shubham and John file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Jyotir and Gukesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Startup American Express sues ex-employee Mohit for leaking trade secrets.,0,0,0,0,0,1
Startup Hyundai sues ex-employee David for leaking trade secrets.,0,0,0,0,0,1
Petition filed by Arpita regarding violation of free speech rights.,0,0,0,1,0,0
Property ownership between Salman and Arpita contested in Goa court.,0,0,1,0,0,0
Government hiring procedure disputed by Aaradhya from Lima.,1,0,0,0,0,0
Police arrest Anshika in Moscow for organized financial fraud.,0,1,0,0,0,0
John and Ayesha file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Sudhir is charged with theft at São Paulo mall.,0,1,0,0,0,0
Startup Citibank sues ex-employee Arpita for leaking trade secrets.,0,0,0,0,0,1
Startup Yum! Brands sues ex-employee Utkarsh for leaking trade secrets. Government hiring procedure disputed by Utkarsh from Dubai.,1,0,0,0,0,1
Citizens in Seoul protest changes in election laws. Government hiring procedure disputed by Mukti from Cairo.,1,0,0,1,0,0
Citizens in Lima protest changes in election laws.,0,0,0,1,0,0
Anushree is charged with theft at Mexico City mall.,0,1,0,0,0,0
Kartikey sues Simran over sudden rental agreement termination. Tanmay and Aman file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Custody battle between John and Aditya in Seoul family court.,0,0,0,0,1,0
Government hiring procedure disputed by Aman from Chennai.,1,0,0,0,0,0
Petition filed by Salman regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Chennai protest changes in election laws. Mr. Sudhir challenges the new municipal tax regulation in Jakarta.,1,0,0,1,0,0
Amit files lawsuit against Priya for breach of partnership terms.,0,0,0,0,0,1
Gukesh is charged with theft at Dubai mall. Petition filed by Shivam regarding violation of free speech rights.,0,1,0,1,0,0
Mr. Tanmay challenges the new municipal tax regulation in Sydney.,1,0,0,0,0,0
Simran sues Rohit over sudden rental agreement termination.,0,0,1,0,0,0
Police arrest Prashant in Moscow for organized financial fraud.,0,1,0,0,0,0
Police arrest Simran in Kuala Lumpur for organized financial fraud. Petition filed by Amit regarding violation of free speech rights.,0,1,0,1,0,0
Police arrest Aman in Bangkok for organized financial fraud.,0,1,0,0,0,0
Citizens in Goa protest changes in election laws. Mr. Arpita challenges the new municipal tax regulation in Kuala Lumpur.,1,0,0,1,0,0
Mr. Himanshi challenges the new municipal tax regulation in Cairo.,1,0,0,0,0,0
John sues Arpita over sudden rental agreement termination. Custody battle between Harvijay and Simran in São Paulo family court.,0,0,1,0,1,0
Simran is charged with theft at Sydney mall.,0,1,0,0,0,0
Petition filed by Ramesh regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Johannesburg protest changes in election laws. Mr. Anjali challenges the new municipal tax regulation in Bangkok.,1,0,0,1,0,0
